Date,AAPL,AMZN,DOW,G,INTC,INTU,NVDA,RS,SAM,SNP500
30/10/2008,15.461429,58.759998,9004.660156,27.67,15.49,25.08,8.75,24.33,11020,939.380005
31/10/2008,15.342857,56.009998,9179.089844,27.74,15.97,24.73,8.36,23.93,11160,953.109985
03/11/2008,15.132857,56.349998,9326.040039,27.9,16.129999,25.1,8.95,24.93,11100,968.669983
04/11/2008,15.712857,57.16,9323.889648,28.09,16.18,25.93,8.73,27.219999,10700,971.309998
05/11/2008,15.558572,57.470001,9616.599609,28.01,16.040001,25.52,8.65,26.82,10520,1001.840027
06/11/2008,14.435715,49.799999,9134.009766,28.25,14.6,25.040001,8.01,23.6,10400,952.400024
07/11/2008,14.177143,47.759998,8696.030273,28.24,14.08,24.09,8.68,21.98,10060,907.440002
10/11/2008,14.31,49.98,8946.599609,28.280001,15.01,24.559999,9.05,23.15,10000,936.75
11/11/2008,13.544286,47.099998,8864.320313,28.389999,14.03,23.530001,8.04,21.74,10240,917.150024
12/11/2008,13.204286,43.990002,8684.519531,28.049999,13.55,22.530001,7.56,19.889999,10300,893.390015
13/11/2008,12.838572,41.400002,8281.139648,28,13.04,21.540001,7,18.780001,10060,853.130005
14/11/2008,13.394286,43.610001,8822.19043,27.82,14.07,21.889999,7.62,20.700001,10660,904.359985
17/11/2008,12.64,39.91,8494.839844,27.469999,13.21,21.370001,7.1,18.77,10800,873.22998
18/11/2008,12.805715,39.73,8273.339844,27.440001,13.12,21.139999,7.16,18.1,10440,852.340027
19/11/2008,12.777143,37.970001,8420.69043,27.09,13.01,21.120001,6.73,17.200001,10900,859.030029
20/11/2008,12.177143,35.290001,7995.529785,27.120001,12.28,20.389999,6.18,15.09,10880,805.869995
21/11/2008,11.704286,36.389999,7552.370117,27.18,12.45,21.35,6.09,13.63,10860,755.840027
24/11/2008,12.172857,38.790001,8048.089844,27.24,13.33,23,6.77,15.07,10200,801.200012
25/11/2008,13.518572,42.09,8445.139648,27.1,13.78,22.92,7.1,16.25,10700,853.400024
26/11/2008,12.845715,40.869999,8464.490234,27.34,13.04,21.610001,6.87,18.059999,10180,852.900024
28/11/2008,13.528571,44.029999,8724.700195,26.33,13.79,22.18,7.49,20.4,10700,886.890015
01/12/2008,13.042857,42,8826.889648,25.950001,13.46,21.65,7.17,19.690001,11140,888.609985
02/12/2008,12.861428,41.389999,8153.75,25.549999,12.92,20.540001,6.96,17.5,10980,817.940002
03/12/2008,12.771428,40.16,8409.139648,26.01,12.74,21.51,6.93,17.370001,11140,843.599976
04/12/2008,13.49,45.939999,8587.070313,26.299999,13.36,22.620001,7.43,16.450001,11140,869.75
05/12/2008,12.907143,45.889999,8376.080078,26.83,12.71,22.24,6.86,16.93,11200,844.429993
08/12/2008,13.897142,49.150002,8637.650391,26.75,13.56,23.41,7.5,18.76,11160,882.710022
09/12/2008,14.005714,49.810001,8934.099609,26.73,13.64,23.49,7.03,20.57,10360,906.47998
10/12/2008,13.981428,51.459999,8693,26.860001,14.26,23.65,7.96,21.139999,10840,892.169983
11/12/2008,13.907143,49.330002,8750.129883,26.91,14.24,23.440001,8.5,23.389999,10620,898.349976
12/12/2008,13.257143,47.52,8563.099609,27.15,13.7,22.780001,7.95,20.33,10560,871.789978
15/12/2008,13.712857,50.650002,8628.80957,26.969999,14.75,23.24,8.65,23.209999,10400,881.070007
16/12/2008,13.425714,49.619999,8565.650391,27.139999,14.72,23.17,8.4,22.16,10120,871.530029
17/12/2008,13.004286,52.259998,8921.910156,27.290001,15.41,23.58,8.72,23.469999,10380,908.159973
18/12/2008,12.758572,53,8823.94043,27.09,15.06,23.65,9.26,24,10560,905.97998
19/12/2008,12.848572,51.59,8606.5,26.32,14.42,22.93,8.57,21.549999,10560,886.960022
22/12/2008,12.86,51.599998,8573.370117,25.84,14.48,23.190001,8.65,21.15,10460,887.200012
23/12/2008,12.41,50.119999,8518.650391,26.299999,14.44,23.34,8.07,19.35,10820,874.309998
24/12/2008,12.305715,51.66,8416.860352,26.459999,14.06,22.610001,7.75,19.469999,10960,863.869995
26/12/2008,12.377143,53.790001,8468.709961,26.49,14.21,22.84,7.72,19.09,10400,869.51001
29/12/2008,12.36,51.43,8515.870117,26.360001,14.24,22.309999,7.61,19.99,10400,872.369995
30/12/2008,12.488571,49.509998,8487.509766,26.32,14.32,22.67,7.85,19.4,10240,870.580017
31/12/2008,12.281428,50.740002,8666.480469,26.75,14.71,23.66,7.92,19.83,10520,890.590027
02/01/2009,12.268572,51.349998,8772.25,26.82,14.69,23.790001,8.07,20.040001,10340,902.98999
05/01/2009,13.31,55.73,9027.129883,26.879999,15.07,24.16,8.61,21.66,9540,929.169983
06/01/2009,13.707143,54.549999,8954.570313,26.809999,15.09,24.85,9.13,22.93,9460,931.169983
07/01/2009,13.115714,56.290001,8996.94043,26.299999,14.79,25.209999,8.96,24.110001,8150,927.450012
08/01/2009,12.918571,54.990002,8769.94043,25.950001,14.45,25.23,8.51,23.969999,8600,905.72998
09/01/2009,13.315714,56.919998,8738.799805,25.219999,14.59,25.049999,8.4,25.110001,9780,909.909973
12/01/2009,12.922857,54.119999,8599.259766,24.290001,14.16,24.290001,7.93,23.209999,10140,890.400024
13/01/2009,12.605714,50.959999,8474.610352,24.27,13.59,24.27,7.35,21.030001,10740,869.789978
14/01/2009,12.32,50.099998,8446.009766,23.98,13.46,23.780001,7.38,20.59,10620,867.280029
15/01/2009,11.51,48.560001,8196.240234,23.77,13.01,23.48,7.35,19.09,10320,841.98999
16/01/2009,12.042857,51.799999,8215.669922,24.15,13.88,23.889999,7.78,20.75,10400,844.450012
20/01/2009,11.704286,50.75,8279.629883,24.26,13.56,23.93,7.97,19.84,10000,849.640015
21/01/2009,11.341429,49.310001,7949.169922,24.040001,13.01,23.139999,7.35,19.02,9400,806.77002
22/01/2009,12.577143,49.419998,8224.429688,23.700001,12.83,23.58,7.32,19.91,9870,839.73999
23/01/2009,12.402857,48.900002,8108.790039,23.780001,12.85,22.76,7.21,19.26,9260,822.159973
26/01/2009,12.694285,50.18,8078.040039,23.700001,13.08,23.27,7.75,20.809999,9340,832.5
27/01/2009,12.884286,49.299999,8117.390137,23.639999,13.51,23.02,8.1,20.27,9300,837.299988
28/01/2009,13.16,49.720001,8175.930176,23.65,14.13,23.459999,8.74,21.950001,9690,845.72998
29/01/2009,13.298572,49.959999,8373.05957,24.059999,13.85,23.549999,8.5,23.040001,9290,868.890015
30/01/2009,13.228572,57.360001,8149.009766,24,13.45,23.370001,8.22,23.139999,8770,845.690002
02/02/2009,12.728572,58.57,8000.620117,23.92,12.82,22.59,7.83,21.870001,8700,823.090027
03/02/2009,13.131429,60.869999,7936.990234,24,13.67,23.040001,8.4,22.469999,8440,825.690002
04/02/2009,13.317142,63.380001,8070.319824,23.969999,13.78,23.66,8.5,23.450001,8380,837.77002
05/02/2009,13.252857,61.150002,7954.830078,23.91,13.65,23.26,8.49,24.07,8840,831.75
06/02/2009,13.86,63.18,8056.379883,23.799999,14.44,23.85,9.39,25.08,9160,846.090027
09/02/2009,14.285714,66.559998,8281.379883,23.66,14.64,24.48,9.83,26.709999,9220,868.23999
10/02/2009,14.475715,66.150002,8269.360352,23.99,14.78,24.34,9.73,25.049999,9680,866.869995
11/02/2009,13.767143,63.099998,7887.049805,24.15,14.26,23.52,8.58,24.200001,9720,827.409973
12/02/2009,13.69,63.25,7931.970215,24.17,13.81,23.1,7.97,23.25,9710,829.909973
13/02/2009,14.141429,63.970001,7933,24.08,13.91,23.280001,8.13,24.200001,9040,833.950012
17/02/2009,13.838572,61.669998,7845.629883,23.68,13.56,22.059999,8,23.48,9080,818.609985
18/02/2009,13.578571,62.27,7546.350098,23.059999,13.32,21.83,7.83,22.17,8920,791.059998
19/02/2009,13.338572,62.84,7555.22998,23.26,13.33,22.040001,8.2,22,8510,787.909973
20/02/2009,12.771428,61.07,7461.490234,23.35,12.53,22.66,7.32,24.66,8690,775.869995
23/02/2009,13.092857,64.160004,7365.990234,23.16,12.9,23.99,7.74,26.299999,9320,773.25
24/02/2009,12.492857,61.970001,7115.339844,23.059999,12.17,23.32,7.3,24.040001,9380,744.690002
25/02/2009,12.837143,64.900002,7349.580078,22.83,12.72,23.690001,7.89,24.58,9640,770.640015
26/02/2009,13.142858,64.120003,7269.060059,23.32,13.32,23.92,8.28,24.469999,9320,765.76001
27/02/2009,12.561429,61.259998,7180.970215,23.6,12.5,23.280001,8.05,23.15,9400,749.929993
02/03/2009,12.588572,63.939999,7056.47998,23.639999,12.51,22.51,8.08,23.16,9300,729.570007
03/03/2009,12.704286,62.75,6764.810059,23.58,12.48,22.4,7.72,20.33,9310,704.440002
04/03/2009,12.882857,62.799999,6726.5,23.34,12.7,23.02,8.09,23.200001,9200,698.599976
05/03/2009,12.922857,64.120003,6874.009766,23.290001,12.56,22.799999,8.34,22.459999,9500,708.27002
06/03/2009,12.62,65.199997,6595.160156,23.42,12.43,22.860001,8.26,22.450001,9990,684.039978
09/03/2009,12.025714,62.200001,6625.740234,23.51,12.33,23.040001,8.33,22.190001,9620,680.76001
10/03/2009,12.124286,62.490002,6547.009766,23.84,12.8,23.42,8.6,22.610001,9290,679.280029
11/03/2009,12.83,66.239998,6923.129883,24.01,14.05,24.450001,9.05,23.24,9200,719.590027
12/03/2009,13.271428,68.349998,6932.390137,23.84,14.24,24.549999,9.27,23.200001,9210,720.890015
13/03/2009,13.757143,69.639999,7167.350098,23.790001,14.57,25.33,9.71,23.25,9120,751.969971
16/03/2009,13.79,68.559998,7225.330078,23.780001,14.79,25.450001,9.9,24.08,9160,758.840027
17/03/2009,13.605714,67.370003,7218,23.9,14.32,25.450001,9.45,22.84,9020,753.880005
18/03/2009,14.272857,70.970001,7395.700195,23.860001,14.9,25.700001,9.74,22.26,9070,776.01001
19/03/2009,14.55,71.400002,7489.680176,23.889999,15.39,26.98,10.27,24.48,9600,797.919983
20/03/2009,14.584286,70.389999,7402.310059,23.75,15.19,26.92,10.23,24.99,9640,784.580017
23/03/2009,14.672857,71.360001,7279.25,23.67,15.02,25.860001,9.83,24.540001,10100,772.309998
24/03/2009,15.194285,74.849998,7773.470215,23.67,15.26,26.450001,9.97,25.559999,10360,820.599976
25/03/2009,15.368571,73.089996,7659.810059,23.65,15.08,26.459999,10.08,26.51,10060,806.809998
26/03/2009,15.404285,73.470001,7752.359863,23.66,15.23,26.85,10.1,28.08,9800,814.059998
27/03/2009,15.461429,71.610001,7922.569824,23.700001,15.49,27.07,10.45,28.49,9810,828.679993
30/03/2009,14.93,70.400002,7773.310059,23.610001,15.09,26.42,10.06,27,9790,809.070007
31/03/2009,15.064285,72.610001,7523.77002,23.48,14.91,26.92,9.94,26.549999,9490,790.880005
01/04/2009,14.87,73.019997,7606.129883,23.52,14.77,27.139999,9.74,25.41,9280,793.590027
02/04/2009,15.734285,73.629997,7763.990234,23.67,15.38,27.280001,10.49,28.530001,9520,814.530029
03/04/2009,16.312857,76.419998,7980.629883,23.690001,15.63,27.76,10.59,30.219999,9210,835.130005
06/04/2009,16.42,77.260002,8016.160156,23.799999,15.65,27.790001,11.13,30.25,9000,839.75
07/04/2009,16.647142,76.970001,7968.919922,23.27,15.6,26.92,11.13,30.530001,9280,834.119995
08/04/2009,16.49,75.93,7788.680176,23.16,15.35,26.83,11.08,30.870001,8950,816.76001
09/04/2009,16.917143,77.510002,7839.890137,22.98,15.62,27.459999,11.7,32.84,9400,829.289978
13/04/2009,17.144285,79.839996,8082.02002,22.959999,15.81,25.91,11.89,33.52,9770,855.330017
14/04/2009,17.081429,78,8057.410156,23.16,15.98,25.68,11.49,34.889999,9690,856.880005
15/04/2009,16.742857,75.5,7914.919922,23.6,15.36,25.290001,11.31,33.810001,9760,839.440002
16/04/2009,17.027143,75.330002,8029.140137,23.74,15.84,25.809999,11.6,34.549999,9770,854.539978
17/04/2009,17.311428,76.779999,8125.430176,23.59,15.88,25.940001,11.68,35.860001,10100,865.179993
20/04/2009,17.389999,78.440002,8128.939941,23.110001,15.36,24.15,11.31,36.220001,10400,868.27002
21/04/2009,16.984285,77.330002,7841.72998,23.24,14.98,24.299999,10.9,34.950001,10720,831.25
22/04/2009,17.518572,78.169998,7964.779785,23.16,15.19,24.559999,10.92,37.02,10900,847.26001
23/04/2009,18.088572,81.330002,7886.810059,23.26,15.68,24,11.46,34.330002,10640,844.619995
24/04/2009,17.805714,82.029999,7957.450195,23.610001,15.61,24.360001,11.28,33.240002,10120,853.909973
27/04/2009,17.557142,83.879997,8073.819824,23.610001,15.31,23.459999,11.28,34.5,10140,862.820007
28/04/2009,17.621429,82.68,8023.560059,23.77,15.12,23.209999,10.88,31.76,10220,854.47998
29/04/2009,17.835714,82.989998,8018.310059,24.33,15.2,23.25,11.1,32.720001,10160,856.849976
30/04/2009,18.031429,80.93,8188.509766,24.440001,15.61,23.18,11.09,34.790001,9980,876.590027
01/05/2009,17.971428,80.379997,8167.410156,24.139999,15.76,22.76,11.45,35.119999,9760,872.73999
04/05/2009,18.32,80.260002,8213.599609,24.4,16.290001,22.809999,11.87,36.57,9530,879.210022
05/05/2009,18.821428,81.010002,8425.549805,24.389999,16.530001,23.299999,12.03,37.959999,9500,906.099976
06/05/2009,19.047142,82.879997,8403.480469,24.370001,16.43,23.85,11.93,38.029999,9300,903.950012
07/05/2009,18.904285,82.730003,8512.280273,24.290001,16.309999,24.07,11.82,38.27,9400,919.580017
08/05/2009,18.434286,79.690002,8410.730469,24.219999,15.87,24.57,10.5,36.709999,9630,909.030029
11/05/2009,18.195715,76.800003,8569.230469,23.91,15.09,23.82,9.1,36.610001,9580,922.98999
12/05/2009,18.508572,78.699997,8419.169922,23.59,15.49,24.48,9.64,36.77,9500,910.52002
13/05/2009,17.601429,76.25,8461.799805,24,15.36,24.4,8.92,35.389999,9510,905.400024
14/05/2009,17.111429,73.790001,8285.919922,24.040001,15.16,24.57,8.39,33.049999,9090,884.23999
15/05/2009,17.474285,74.540001,8326.219727,23.93,15.54,24.209999,8.58,33.650002,9560,892.76001
18/05/2009,17.675714,73.959999,8270.150391,24.059999,15.32,24.190001,8.96,33.630001,9980,886.070007
19/05/2009,18.117144,75.43,8502.480469,24.559999,15.47,24.629999,9.33,35.950001,9920,909.669983
20/05/2009,18.232857,78.5,8471.820313,23.9,15.81,25.18,9.62,37.599998,10200,908.619995
21/05/2009,17.878571,76.75,8416.070313,24.059999,15.36,26.049999,9.61,37.07,10100,900.419983
22/05/2009,17.721428,76.099998,8292.209961,24.43,15.23,27.35,9.67,36.59,10380,888.679993
26/05/2009,17.822857,75.029999,8277.320313,24.129999,15.01,26.77,9.73,35.299999,10400,887
27/05/2009,18.825714,78.510002,8473.650391,24.209999,15.5,27.860001,10.3,37.240002,10800,909.950012
28/05/2009,19.064285,77.699997,8300.5,24.02,15.56,27.01,10.53,38.189999,10520,892.960022
29/05/2009,19.341429,77.720001,8404.040039,24.1,15.75,26.77,10.52,38.459999,10560,907.02002
01/06/2009,19.495714,78.209999,8501.530273,23.99,16.030001,27.51,10.55,38.529999,10760,923.26001
02/06/2009,19.855715,82.419998,8721.599609,23.93,16.25,27.5,10.94,38.630001,10940,942.869995
03/06/2009,20,83.309998,8740.070313,24.120001,15.97,27.129999,10.71,38.98,10700,942.51001
04/06/2009,20.018572,85.419998,8675.280273,24.200001,15.98,27.559999,10.54,38.200001,10840,932.48999
05/06/2009,20.758572,86.290001,8751.75,24.27,16.299999,27.940001,11.09,39.59,11200,945.669983
08/06/2009,20.545713,86.75,8759.349609,24.08,15.86,28.27,10.75,39.029999,11000,938.119995
09/06/2009,20.544285,86.93,8764.830078,24.26,16.209999,28.190001,10.92,40.040001,11020,940.349976
10/06/2009,20.325714,87.580002,8763.660156,24.5,16.58,28.48,11.42,43,11620,942.72998
11/06/2009,19.935715,86.300003,8736.230469,24.4,16.49,28.1,11.75,42.759998,11620,939.039978
12/06/2009,19.83,85.029999,8770.009766,24.6,16.24,28.34,11.4,42.27,11280,943.440002
15/06/2009,19.43,82.830002,8798.5,24.639999,16.049999,28.120001,11.3,41.130001,11400,942.450012
16/06/2009,19.522858,83.699997,8612.44043,24.68,16.049999,27.879999,11.32,41.110001,11680,925.599976
17/06/2009,19.524286,82.5,8504.360352,24.59,15.83,28.08,11.18,39.580002,11980,911.890015
18/06/2009,19.444286,82.809998,8496.730469,24.450001,16.16,28.059999,11.24,39.32,11860,910.859985
19/06/2009,19.724285,82.150002,8556.959961,24.540001,16.049999,28.209999,11.17,40.470001,11820,919.960022
22/06/2009,20.095715,82.410004,8538.519531,24.719999,15.9,27.450001,11.22,39.360001,11480,918.130005
23/06/2009,19.485714,78.970001,8340.44043,24.67,15.88,27.450001,10.65,37.650002,11220,893.460022
24/06/2009,19.345715,78,8323.509766,24.6,16.040001,27.389999,10.63,38.279999,11940,896.309998
25/06/2009,19.392857,79.099998,8299.25,24.66,16.049999,27.67,10.75,37.470001,11880,899.450012
26/06/2009,19.969999,81.900002,8468.540039,24.16,16.18,28.1,11.37,38.98,11700,918.840027
29/06/2009,20.494286,83.870003,8440.129883,24.059999,16.450001,28.110001,11.6,37.900002,11320,919.859985
30/06/2009,20.368572,83.620003,8528.929688,23.780001,16.379999,28.4,11.53,38.610001,11920,927.150024
01/07/2009,20.5,84.419998,8447.530273,24.15,16.67,28.43,11.36,38.740002,11880,920.820007
02/07/2009,20.178572,81.110001,8503,24.450001,16.870001,28.16,10.97,37.369999,12000,921.23999
06/07/2009,19.814285,78.449997,8280.740234,24.370001,16.610001,27.870001,10.89,36.939999,11620,894.27002
07/07/2009,19.782858,78.529999,8324.950195,24.26,16.83,27.82,10.59,36.549999,11960,898.599976
08/07/2009,19.417143,76.459999,8163.600098,24.610001,16.309999,27.129999,10.15,35.369999,12280,881.900024
09/07/2009,19.68,78.25,8179.009766,24.799999,16.09,27.07,10.28,34.490002,12320,881.280029
10/07/2009,19.477142,77.519997,8182.490234,24.559999,15.98,27.120001,10.33,34.029999,11840,880.030029
13/07/2009,19.934286,78.07,8146.52002,24.549999,16.15,27.41,10.58,34.59,11800,879.570007
14/07/2009,20.290001,81.480003,8331.370117,24.92,16.5,27.65,10.57,35.57,11540,900.77002
15/07/2009,20.719999,83,8363.950195,25,17.99,27.66,11.1,36.75,11900,910.150024
16/07/2009,20.822857,84.419998,8612.660156,25.120001,17.940001,28.280001,11.27,37.91,11900,930.169983
17/07/2009,21.297142,85.800003,8711.889648,24.809999,18.5,27.98,11.73,38.900002,11500,940.559998
20/07/2009,21.895714,86.269997,8746.049805,25.620001,18.860001,27.950001,12.17,39.310001,11440,942.070007
21/07/2009,21.898571,88.519997,8848.150391,24.299999,18.9,28.43,12.19,40,11320,951.969971
22/07/2009,22.54143,88.650002,8912.389648,23.73,18.870001,27.76,11.73,38.529999,11320,953.400024
23/07/2009,22.375713,89.839996,8882.30957,23.780001,19.09,28.309999,12.29,36.34,11260,954.070007
24/07/2009,22.421429,87.599998,9066.110352,23.799999,19.129999,28.639999,12.6,35.959999,11260,972.159973
27/07/2009,22.881428,86.239998,9093.089844,23.950001,19.290001,29.110001,12.84,36.189999,11120,978.630005
28/07/2009,22.697144,83.839996,9106.919922,23.99,19.290001,29.299999,12.93,36.25,11160,981.47998
29/07/2009,22.700001,84.470001,9092.339844,24.040001,19.290001,29.5,12.89,35.380001,11100,977.659973
30/07/2009,23.1,85.639999,9072.839844,24.33,19.57,29.879999,13,34.639999,11340,976.01001
31/07/2009,23.284286,85.760002,9154.610352,24.5,19.34,29.709999,12.88,33.950001,11460,986.799988
03/08/2009,23.601429,86.559998,9173.650391,24.809999,19.48,29.700001,13.24,34.759998,11400,990.219971
04/08/2009,23.561428,87.480003,9285.049805,24.780001,19.209999,29.66,13.05,34.860001,11140,1001.409973
05/08/2009,23.678572,85.639999,9315.360352,24.389999,19.27,29.75,13.29,34.610001,10920,1005.409973
06/08/2009,23.654285,84.309998,9277.19043,24.33,18.93,29.59,13.45,34.900002,10900,1004.059998
07/08/2009,23.641428,84.099998,9258.450195,24.4,18.91,30.120001,13.83,35.099998,10900,999.830017
10/08/2009,23.665714,85.010002,9368.410156,24.129999,18.6,29.98,13.81,35.580002,10800,1008.890015
11/08/2009,23.384285,83.639999,9334.330078,24.02,18.700001,30.27,13.17,35.119999,11140,1005.77002
12/08/2009,23.221428,83.419998,9236.05957,23.870001,18.690001,30.16,12.96,34.439999,11040,994
13/08/2009,23.807142,85.720001,9362.290039,24.139999,18.969999,31.07,13.53,35.84,11320,1005.859985
14/08/2009,23.991428,84.110001,9398.040039,23.870001,18.969999,30.67,13.81,37.52,11160,1012.22998
17/08/2009,23.364286,81.160004,9313.849609,23.959999,18.43,30.129999,13.01,35.450001,11140,998.179993
18/08/2009,23.09,81.410004,9134.360352,23.879999,18.5,30.290001,12.86,35.080002,11280,980.619995
19/08/2009,23.25,80.910004,9208.679688,23.84,18.549999,30.139999,13.13,33.889999,11460,986.880005
20/08/2009,23.568571,82.980003,9278.549805,24.07,18.73,30.51,13.12,34.439999,11640,996.409973
21/08/2009,23.950001,84.779999,9347.860352,24.219999,18.889999,29.77,13.81,36.43,11340,1009.059998
24/08/2009,24.302856,85.169998,9506.179688,24.450001,18.969999,28.68,13.85,36.450001,11740,1026.589966
25/08/2009,24.20857,84.660004,9509.209961,24.24,18.76,28.43,13.61,36.450001,11780,1026.630005
26/08/2009,24.131428,84.099998,9538.610352,24.17,19.209999,28.49,13.63,36.040001,11680,1027.349976
27/08/2009,24.107143,84.010002,9541.629883,24.23,19.35,28.190001,13.88,36.049999,11400,1027.810059
28/08/2009,24.610001,84.779999,9582.740234,24.32,20.26,28.280001,14.39,37.299999,11340,1031.619995
31/08/2009,24.022858,81.93,9542.910156,24.07,20.09,28.09,14.56,36.950001,11500,1025.209961
01/09/2009,23.998571,80.739998,9492.320313,24.200001,20.219999,27.77,14.51,36.400002,11380,1019.52002
02/09/2009,23.517143,79.040001,9306.209961,24.24,19.620001,27.370001,14.05,35.630001,11240,996.070007
03/09/2009,23.777143,78.389999,9282.030273,24.43,19.610001,27.51,14.23,36.75,11420,996.119995
04/09/2009,23.897142,78.269997,9345.360352,24.74,19.43,27.780001,14.51,37.130001,11540,1003.840027
08/09/2009,24.711428,79.860001,9440.129883,24.74,19.879999,28.120001,15.22,39.110001,11620,1018.669983
09/09/2009,24.682858,80.599998,9496.589844,23.91,19.799999,28.01,15.5,39.34,11920,1025.359985
10/09/2009,24.58,82.330002,9546.540039,23.9,19.879999,28.18,16.01,39.5,11980,1032.98999
11/09/2009,24.701429,84.440002,9625.44043,23.549999,19.9,28.110001,16.43,40.830002,12000,1043.920044
14/09/2009,24.404285,83.809998,9598.080078,23.360001,19.309999,27.790001,16.08,40.169998,11880,1040.150024
15/09/2009,24.862858,84.169998,9626.419922,23.870001,19.540001,27.73,16.200001,40.52,12200,1049.030029
16/09/2009,25.427143,85.910004,9683.709961,24.139999,19.700001,27.389999,16.34,41.990002,11900,1053.98999
17/09/2009,25.997143,90.75,9789.820313,24.34,19.629999,27.93,15.9,42.310001,12200,1067.869995
18/09/2009,26.547142,90.739998,9784.75,23.92,19.52,27.879999,15.39,42.459999,12980,1066.599976
21/09/2009,26.327143,89.690002,9818.610352,23.91,19.469999,27.84,15.04,42.23,12940,1067.140015
22/09/2009,26.455715,91.459999,9779.610352,23.639999,19.629999,27.65,15.26,43.25,13100,1066.349976
23/09/2009,26.485714,92.82,9830.629883,23.799999,19.629999,27.790001,15.27,44.099998,13020,1072.689941
24/09/2009,26.742857,92,9749.990234,24.200001,19.9,27.83,15.19,43.369999,12900,1062.560059
25/09/2009,26.001429,91.440002,9706.679688,24.33,19.450001,27.77,14.66,41.849998,12640,1049.47998
28/09/2009,26.267143,91.040001,9663.230469,24.43,19.41,27.75,14.55,41.990002,13080,1045.380005
29/09/2009,26.675714,91.959999,9789.740234,24.33,19.67,28.290001,14.92,42.860001,13560,1063.689941
30/09/2009,26.59,92.260002,9741.830078,24.4,19.610001,28.26,14.86,43.459999,13480,1061.02002
01/10/2009,26.478571,92.5,9711.599609,24.59,19.49,28.24,14.98,42.369999,13600,1054.910034
02/10/2009,25.915714,90.050003,9507.620117,24.59,18.950001,27.68,13.82,40.09,13900,1029.709961
05/10/2009,26.6,90.25,9488.730469,24.48,19.120001,27.67,14,40.099998,13800,1026.869995
06/10/2009,26.82,89.330002,9601.259766,24.51,19.299999,28.26,13.95,42.459999,13740,1042.02002
07/10/2009,27.108572,91.5,9725.69043,24.51,19.629999,28.290001,13.91,41.25,13560,1053.650024
08/10/2009,27.237143,94.800003,9728.219727,24.629999,19.74,28.1,13.98,42.490002,13700,1060.030029
09/10/2009,26.995714,95,9786.040039,25.24,19.84,27.889999,13.91,41.73,13900,1065.280029
12/10/2009,27.288572,96.169998,9865.240234,25.049999,20.379999,28.700001,13.93,42.150002,14000,1071.630005
13/10/2009,27.232857,93.830002,9883.980469,25.540001,20.51,28.85,14.09,42.369999,13980,1074.959961
14/10/2009,27.464285,96.220001,9873.549805,25.48,21.26,29.75,14.5,43.200001,14460,1078.680054
15/10/2009,27.09,95.129997,10014.87988,25.469999,20.809999,29.48,13.92,43.330002,14640,1090.359985
16/10/2009,27.049999,95.300003,10061.36035,25.52,20.469999,29.719999,13.36,44.049999,14400,1094.670044
19/10/2009,26.835714,95.349998,9996.669922,25.58,20.290001,29.93,13.33,43.990002,14520,1088.219971
20/10/2009,28.657143,95.910004,10092.41992,26.059999,20.469999,29.709999,13.93,43.790001,14460,1098.640015
21/10/2009,28.502857,95.269997,10038.83984,25.950001,20.17,29.42,13.66,42.830002,14160,1090.359985
22/10/2009,29.242857,93.660004,9946.179688,26.200001,19.870001,29.48,13.31,41.950001,14420,1080.959961
23/10/2009,29.385714,111.050003,10099.90039,26.469999,20.4,30.01,13.65,42.369999,14220,1095.619995
26/10/2009,29.095715,119.209999,9972.330078,26.540001,19.780001,29.790001,13.25,42.310001,14000,1080.359985
27/10/2009,28.808571,122.93,9868.339844,26.85,20.01,30.07,12.92,40.48,14000,1067.540039
28/10/2009,28.244286,121.57,9881.110352,26.83,19.6,29.879999,12.26,38.630001,14200,1061.51001
29/10/2009,27.857143,123.900002,9762.910156,27.129999,19.17,29.52,12.21,37.900002,14480,1043.689941
30/10/2009,28.008572,121.970001,9961.519531,27.040001,19.309999,29.610001,12.49,38.560001,14120,1065.410034
02/11/2009,27.114286,118.660004,9712.129883,27.190001,19.049999,28.969999,11.94,36.650002,14600,1036.180054
03/11/2009,26.835714,117.669998,9787.469727,27.299999,18.629999,29.120001,11.68,35.93,14900,1040.920044
04/11/2009,27.247143,119,9767.299805,27.42,18.610001,29.08,12.1,38.130001,14860,1047.140015
05/11/2009,27.485714,117.459999,9807.799805,27.709999,18.719999,29.360001,12.12,37.790001,15400,1047.300049
06/11/2009,27.501429,123,10001.34961,27.58,18.809999,29.639999,13.04,38.220001,15500,1064.949951
09/11/2009,28.134285,127.110001,10020.62012,27.459999,19.15,29.780001,13.34,39.639999,15500,1072.310059
10/11/2009,28.717142,126.800003,10223.00977,27.280001,19.43,30.379999,13.51,39.779999,15300,1091.859985
11/11/2009,29.222857,131.080002,10247.41992,27.309999,19.65,30.15,13.35,40.23,15460,1096.040039
12/11/2009,29.02,129.979996,10289.82031,27.23,20,30.120001,13.62,40.029999,15300,1098.310059
13/11/2009,28.981428,131.160004,10197.84961,27.07,19.719999,29.950001,13.45,39,15600,1087.589966
16/11/2009,29.354286,132.119995,10267.53027,27.17,20.110001,29.92,13.68,39.970001,15700,1094.130005
17/11/2009,29.440001,131.399994,10404.76953,27.469999,20.1,30.27,13.76,40.389999,15660,1109.219971
18/11/2009,29.505714,130.899994,10426.26953,27.209999,20.24,30.209999,13.6,41.650002,15620,1109.439941
