Date,AAPL,AMZN,DOW,G,INTC,INTU,NVDA,RS,SAM,SNP500
03/01/2000,3.745536,81.5,11501.84961,14,41.632813,29.804688,3.9375,11.71875,6000,1469.25
04/01/2000,3.866071,85.375,11349.75,16.299999,42.71875,28.5625,3.833333,11.15625,5800,1455.219971
05/01/2000,3.705357,70.5,10989.37012,15.8,41.5,30.96875,3.6875,10.5,5750,1399.420044
06/01/2000,3.790179,71.3125,11113.37012,16.030001,40.875,36.71875,3.671875,10.6875,5560,1402.109985
07/01/2000,3.446429,67,11247.05957,17.01,38.75,34.8125,3.416667,11,5600,1403.449951
10/01/2000,3.642857,72.5625,11532.48047,16.49,42.875,37.5,3.5,11.5,5820,1441.469971
11/01/2000,3.426339,66.875,11568.46973,15.82,44.28125,41.46875,3.583333,11.875,5610,1457.599976
12/01/2000,3.392857,67.875,11506.73047,15.74,45.4375,40.875,3.458333,11.375,5600,1438.560059
13/01/2000,3.374442,64.9375,11558.24023,15.15,46.34375,36.8125,3.364583,11.375,5720,1432.25
14/01/2000,3.571429,66.75,11619.34961,14.78,49.25,41.40625,3.5625,11.5625,6000,1449.680054
18/01/2000,3.607143,63.4375,11719.19043,14.62,50.148438,40.65625,3.708333,11.1875,6160,1465.150024
19/01/2000,3.772321,64.125,11535.24023,14.97,50.5,38.5,3.833333,11.25,6000,1455.140015
20/01/2000,4.125,66.9375,11490.29004,14,49.875,37.75,3.8125,11.125,5860,1455.900024
21/01/2000,4.080357,64.625,11356.25977,14.65,48,39.5,3.760417,10.9375,5950,1445.569946
24/01/2000,3.872768,67.5625,11251.94043,14.85,51.117188,37.78125,3.848958,11.125,5800,1441.359985
25/01/2000,3.75,70,11010.95996,15.56,49.6875,35,3.578125,10.6875,5520,1401.530029
26/01/2000,3.928571,68.625,11025.84961,16.809999,50.375,35.625,3.53125,10.375,5500,1410.030029
27/01/2000,3.886161,65.1875,11035.54981,16.68,49.6875,33.53125,3.411458,10.5625,5480,1404.089966
28/01/2000,3.863839,65,11024.91992,16.73,48.625,31.53125,3.166667,10.5,5640,1398.560059
31/01/2000,3.607143,60.375,10735.76953,16.15,46.8125,28.4375,3.130208,10.5,5640,1360.160034
01/02/2000,3.714286,67.5,10937.74023,16.25,49.1875,31.09375,3.09375,10.5,5600,1394.459961
02/02/2000,3.598214,67.9375,11037.63965,16.5,50.5,32.84375,3.177083,10.40625,5220,1409.280029
03/02/2000,3.582589,81.125,11010.48047,16.51,50.84375,34.59375,3.354167,9.875,5250,1409.119995
04/02/2000,3.712054,82.75,11014.37012,16,52.1875,35.492188,3.40625,10,5130,1424.969971
07/02/2000,3.857143,76.1875,10965.96973,15.42,52.46875,34.6875,3.395833,9.875,5140,1424.369995
08/02/2000,4.071429,74,10904.25977,15.25,54.40625,34.96875,3.25,9.71875,5340,1424.23999
09/02/2000,4.075893,80.546875,10948.82031,14.48,54.0625,34.65625,3.447917,9.1875,5560,1441.719971
10/02/2000,4.03125,78.5,10697.91992,14.65,52.1875,32.1875,3.614583,9.03125,5660,1411.699951
11/02/2000,4.058036,77.125,10638.63965,14.55,53.625,31.53125,4.307292,9.625,5960,1416.829956
14/02/2000,3.904018,75.6875,10431.65039,14.94,53.15625,30.6875,4.177083,9.625,5600,1387.119995
15/02/2000,4.116071,73.4375,10520.15039,14.4,54.96875,29.6875,4.84375,10.75,5380,1389.939941
16/02/2000,4.205357,72.75,10711.82031,14.45,55.6875,29.5,4.697917,10.5,5180,1402.050049
17/02/2000,4.113839,71.25,10565.75977,14.39,54.4375,31.59375,4.854167,10.375,4940,1387.670044
18/02/2000,4.09375,68.4375,10514.57031,14.5,55,32.875,4.958333,10.4375,5370,1388.26001
22/02/2000,3.933036,64.9375,10219.83008,14.65,52.4375,30.3125,5.4375,10.0625,5200,1346.089966
23/02/2000,4.044085,64.875,10294.82031,14.43,52.65625,30.84375,5.395833,9.875,5000,1352.170044
24/02/2000,4.189732,70.5625,10242.48047,14.22,56.21875,34.3125,5.520833,9.625,5220,1360.689941
25/02/2000,4.100446,67.4375,10090.76953,13.83,56.9375,31.5,5.442708,9.5625,5120,1353.430054
28/02/2000,3.933036,66.5625,9854.660156,13.8,55.8125,29.28125,5.072917,9.5,5080,1333.359985
29/02/2000,4.055804,66,10039.58008,14.6,56.59375,27.375,5.03125,9.84375,5000,1348.050049
01/03/2000,4.234375,67.625,10128.11035,15.76,56.4375,26.3125,5.333333,9.6875,4900,1366.420044
02/03/2000,4.535714,64.9375,10135.44043,16.75,57.6875,24.34375,5.21875,10.0625,5120,1379.189941
03/03/2000,4.459821,63.25,10171.12012,17.83,58.5,25.625,4.833333,9.75,5880,1381.76001
06/03/2000,4.5,62.875,10358.95996,17.67,59,27.75,4.9375,10.03125,6200,1409.170044
07/03/2000,4.515625,64.875,10197.61035,17.34,58.90625,28.1875,6.25,9.125,6000,1391.280029
08/03/2000,4.388393,63.25,9800.69043,16.49,58.0625,26.75,6.938802,9.25,5600,1355.619995
09/03/2000,4.316964,63,9855.290039,16.75,56.84375,25.25,7.083333,9.625,5520,1366.699951
10/03/2000,4.345982,67.25,10008.54981,16.74,58.9375,27.625,8.791667,9.53125,5970,1401.689941
13/03/2000,4.361607,64,9911.219727,15.88,59.40625,28.65625,8.916667,9.59375,5790,1395.069946
14/03/2000,4.329241,66.0625,9957.669922,16.25,62.125,27.625,12.369792,9.875,5480,1383.619995
15/03/2000,4.129464,64.75,9808.150391,15.78,59.53125,26.5,9.834636,9.625,5170,1359.150024
16/03/2000,4.189732,62.25,10139.58008,16.25,61.625,25.875,9.083333,9.75,5200,1392.150024
17/03/2000,4.290179,66.0625,10629.98047,15.85,62.15625,26.875,7.666667,10.75,5480,1458.469971
20/03/2000,4.410714,63.5,10594.75,15.9,64.96875,27.1875,8.651042,10.5625,5540,1464.469971
21/03/2000,4.377232,65.125,10680.24023,16.049999,67.5,25.5,8.333333,10.6875,5600,1456.630005
22/03/2000,4.742188,70.875,10916.95996,16.139999,70.1875,26.1875,7.96875,10.59375,5700,1493.869995
23/03/2000,5.071429,69.5,10884.37988,15.83,71.1875,25.5,7.890625,10.25,5960,1500.640015
24/03/2000,5.087054,74.625,11107.4502,15.76,70.0625,28.4375,8.052083,10.28125,6480,1527.349976
27/03/2000,4.915179,72.25,11093.25,15.6,69.8125,30,7.75,11.15625,6320,1527.459961
28/03/2000,4.901786,72.375,11023.67969,15.35,70.3125,29.3125,7.005208,11.3125,6960,1523.859985
29/03/2000,4.977679,69.5,10939.04981,15.3,68.25,28.25,6.739583,11.21875,6900,1507.72998
30/03/2000,4.770089,64.5,11008.16992,16.4,64.875,25.5625,6.083333,11.3125,7030,1508.52002
31/03/2000,4.551339,66.75,10993.28027,16.41,64.8125,26,6.660156,11.5625,7520,1487.920044
03/04/2000,4.839286,65.4375,10863.28027,16.299999,65.6875,26.5,6.976563,11.25,6800,1498.579956
04/04/2000,4.736607,62.875,11225.33984,15.96,65.75,25.46875,6.833333,12.03125,6920,1505.97998
05/04/2000,4.516741,61.75,11163.29004,15.52,64.9375,25,6.3125,11.5625,7000,1494.72998
06/04/2000,4.665179,63.4375,11029.55957,14.85,64.625,25.34375,7.994792,11.8125,6800,1487.369995
07/04/2000,4.544643,65.125,11122.03027,15.58,65.6875,24.59375,8.395833,11.9375,6860,1501.339966
10/04/2000,4.703125,67.25,11114.88965,14.66,68.75,23.65625,8.692708,12.03125,6860,1516.349976
11/04/2000,4.410714,62.5,11180.98047,15.02,65,20.59375,7.248698,11.6875,7500,1504.459961
12/04/2000,4.25,64,11283.04981,14.7,64.96875,20.25,7.338542,11.5625,7200,1500.589966
13/04/2000,3.982143,57.875,11132.58008,14.71,61.6875,18.78125,6.619792,11.75,6960,1467.170044
14/04/2000,3.904018,47.875,10922.84961,14.5,59.59375,17.3125,5.885417,11.75,6910,1440.51001
17/04/2000,3.910714,45.25,10303.29004,15.92,55,15.875,5.25,11.75,6600,1356.560059
18/04/2000,4.410714,47.625,10584.01953,15.13,63.3125,17.5,6.632813,11.5625,5420,1401.439941
19/04/2000,4.506696,55.3125,10748.96973,14.86,62.804688,18.75,7.317708,11.8125,6200,1441.609985
20/04/2000,4.417411,53.375,10668.19043,14.4,58.96875,17.53125,6.9375,11.53125,6300,1427.469971
24/04/2000,4.107143,49.375,10822.33008,14.89,55.5,17.21875,6.333333,11.28125,5960,1434.540039
25/04/2000,4.361607,51.8125,10916.65039,15.5,59.867188,16.6875,6.671875,11,6060,1429.859985
26/04/2000,4.522321,53.3125,11127.91992,15.15,62.125,17.875,7.578125,11.625,5970,1477.439941
27/04/2000,4.185268,49.3125,10941.91016,15.25,58.78125,18.3125,6.541667,11.34375,5620,1460.98999
28/04/2000,4.540179,54,10892.75977,14.54,64,20.3125,7.703125,11.3125,5820,1464.920044
01/05/2000,4.459821,56,10749.41992,14.83,63.96875,18.5625,7.708333,11.4375,5520,1452.430054
02/05/2000,4.401786,59.1875,10805.58008,14,62.9375,18.25,7.666667,11.25,5500,1468.25
03/05/2000,4.247768,55.25,10732.20996,14.71,60.0625,17.03125,7.322917,11.375,6000,1446.290039
04/05/2000,4.111607,54.25,10478.88965,14.47,59.375,16.5,7.234375,11.3125,6200,1415.099976
05/05/2000,3.957589,54.625,10409.7002,14.93,59.5,16.28125,7.307292,11.375,6240,1409.569946
08/05/2000,4.003348,56.8125,10571.30957,14.25,61.125,17.34375,7.479167,11.4375,6220,1432.630005
09/05/2000,3.939732,56.5,10607.54004,14.16,59.1875,16.1875,7.520833,11.1875,6180,1424.170044
10/05/2000,3.716518,54.53125,10533.08984,14,57.25,15.6875,7.21875,11.15625,6400,1412.140015
11/05/2000,3.620536,53.9375,10369.26953,14.31,53.5625,15.5,6.666667,11.0625,6560,1383.050049
12/05/2000,3.785714,54.6875,10549.05957,14.02,58.3125,15.15625,7.041667,11.53125,6320,1407.810059
15/05/2000,3.859375,53.625,10606.96973,14.1,57.28125,14.46875,6.614583,11.5625,6350,1420.959961
16/05/2000,3.732701,57.125,10816.00977,13.11,59.875,14.25,7.416667,12,6420,1452.359985
17/05/2000,3.700893,57.1875,10930.63965,13.85,61.1875,14.09375,8.25,11.96875,6290,1466.040039
18/05/2000,3.678571,60.375,10771.79981,13.86,61.9375,14.125,9.260417,11.8125,6510,1447.800049
19/05/2000,3.544643,54.625,10764.21973,14.28,60.9375,13.09375,8.333333,11.8125,7000,1437.209961
22/05/2000,3.348214,53,10624.79004,14,58.75,14.8125,8.416667,11.5625,6740,1406.949951
23/05/2000,3.232143,50.5,10539.12012,14.49,58.875,14.1875,8.833333,11.0625,6740,1400.719971
24/05/2000,3.078125,46.4375,10420.90039,15.19,54.8125,14.804688,8.979167,10.8125,6720,1373.859985
25/05/2000,3.160714,49.5,10529.87012,15.4,59.34375,17.625,9.005208,10.8125,6500,1399.050049
26/05/2000,3.142857,46.25,10322.88965,15.76,57.5,16.25,8.794271,10.78125,6160,1381.52002
30/05/2000,3.129464,47.3125,10302.30957,15.55,59.625,17.21875,9.03125,10.625,6330,1378.02002
31/05/2000,3.102679,50.75,10528.28027,15.47,63.125,18.8125,9.125,10.5,5900,1422.439941
01/06/2000,2.919643,48.875,10532.26953,15.42,63.09375,18.5,9.791667,10.5,5260,1420.599976
02/06/2000,3.348214,52.375,10660.08984,15.04,66.40625,20.25,9.979167,10.5,5460,1448.810059
05/06/2000,3.332589,55.03125,10793.11035,15.25,66.3125,20.46875,10.947917,10.625,6000,1477.26001
06/06/2000,3.284598,54,10822.61035,15.27,65.65625,20.84375,11.239583,10.4375,6200,1467.630005
07/06/2000,3.34375,51.875,10733.48047,14.7,64.625,19.75,10.5625,10.3125,6690,1457.839966
08/06/2000,3.486607,52.5625,10818.78027,13.74,64.8125,19.21875,10.427083,10.4375,6920,1471.359985
09/06/2000,3.455357,51.9375,10678.46973,13.35,63.96875,19.0625,10.4375,10.71875,6740,1461.670044
12/06/2000,3.441964,52.1875,10615.12012,13.15,63.90625,19.4375,10.583333,10.8125,6600,1456.949951
13/06/2000,3.256696,48.1875,10562.30957,13.5,62.25,18.25,9.96875,10.59375,6660,1446
14/06/2000,3.381696,49.3125,10632.45996,13.33,65.4375,18.3125,10.776042,10.5625,6600,1469.439941
15/06/2000,3.258929,47,10689.62988,12.5,63.367188,18.65625,10.536458,10.65625,7200,1470.540039
16/06/2000,3.339286,47.25,10717.75977,12.1,64.625,18.875,10.804688,10.3125,7060,1478.72998
19/06/2000,3.234375,45.5,10448.40039,11.51,64.21875,19.1875,12.447917,10.375,7230,1464.459961
20/06/2000,3.517857,45.875,10558.90039,12.63,67.96875,19.40625,13.489583,10.625,7560,1486
21/06/2000,3.607143,45.4375,10446.83008,12.01,68.1875,18.5625,12.880208,10.5,6900,1475.949951
22/06/2000,3.982143,46.1875,10495.96973,12.34,69,18.96875,14.348958,9.875,6600,1479.130005
23/06/2000,3.841518,36.625,10376.46973,12.34,67.625,19,13.260417,9.375,6940,1452.180054
26/06/2000,3.75,35.3125,10403.69043,12.1,67.90625,18.875,12.583333,9.6875,7300,1441.47998
27/06/2000,3.841518,33.75,10541.58008,11.55,66.96875,19.5625,13.708333,9.625,7240,1455.310059
28/06/2000,3.808036,36.875,10506.38965,11.92,65.96875,19.375,12.125,9.6875,6980,1450.550049
29/06/2000,3.790179,37.125,10523.90039,12.23,65.53125,19.28125,11.21875,9.625,7100,1454.819946
30/06/2000,3.772321,37,10393.08984,12,65.4375,21,10.229167,9.625,7320,1442.390015
03/07/2000,3.723214,36.6875,10450.36035,12.4,67.0625,20.53125,10.666667,9.5625,7220,1454.599976
05/07/2000,3.803571,37,10538.23047,12.4,66.5625,20.3125,10.145833,9.75,7600,1469.540039
06/07/2000,3.75,36.875,10481.4502,12.61,65.75,22,9.104167,9.6875,7440,1446.22998
07/07/2000,3.756696,36.125,10483.33008,12.86,68.875,22.4375,10,9.75,7440,1456.670044
10/07/2000,3.863839,36.375,10627.13965,13.06,68.875,22.03125,9.53125,9.78125,7600,1478.900024
11/07/2000,4.071429,35.1875,10649.05957,13.2,69.125,22.328125,10.0625,10.0625,7390,1475.619995
12/07/2000,4.151786,35.4375,10722.24023,13.46,70.125,22.125,11.479167,11.1875,7240,1480.880005
13/07/2000,4.178571,35.625,10774.91992,13,70.1875,21.195313,11.572917,11.3125,7340,1492.920044
14/07/2000,4.080357,36.375,10793.30957,13.27,72,21.71875,12.645833,11.296875,7440,1495.839966
17/07/2000,4.160714,42.875,10812.40039,13.05,73.3125,21.03125,12.489583,11.25,7580,1509.97998
18/07/2000,4.178571,40.125,10799.16016,13.9,72.40625,20.25,11.5,10.9375,7520,1510.48999
19/07/2000,3.941964,41.5,10724.15039,13.75,72.46875,20.25,11.5,10.75,7700,1493.73999
20/07/2000,3.928571,40.9375,10700.67969,13.75,69.46875,19.90625,11.15625,10.625,7780,1481.959961
21/07/2000,3.882813,40.4375,10843.50977,13.98,71.0625,19.484375,11.5,10.65625,7550,1495.569946
24/07/2000,3.754464,41.0625,10731.44043,14.3,69.09375,19.09375,11.625,10.75,7550,1480.189941
25/07/2000,3.59375,36.75,10689.28027,14.07,69.367188,18.65625,10.791667,10.53125,7550,1464.290039
26/07/2000,3.560268,35.0625,10689.36035,14.65,69.5,18.65625,10.229167,10.375,7060,1474.469971
27/07/2000,3.571429,31.4375,10516.83008,15.59,69.25,17.4375,9.166667,10.5,6960,1452.420044
28/07/2000,3.734375,31.4375,10594.96973,15.91,69,17.375,8.833333,10.5,6640,1449.619995
31/07/2000,3.511161,30.0625,10514.29004,15.58,65.4375,16.90625,9.5,10.4375,6310,1419.890015
01/08/2000,3.59375,30.625,10523.80957,15.15,67.0625,18.3125,10,10.5,6400,1430.829956
02/08/2000,3.5,30.25,10609.15039,14,65.25,18.15625,9.666667,10.5,6220,1438.099976
03/08/2000,3.254464,29.4375,10679.37012,13.64,61.8125,19.1875,9,10.3125,5800,1438.699951
04/08/2000,3.533482,31.9375,10713.36035,13.82,66.21875,20,10.6875,10.4375,5730,1452.560059
07/08/2000,3.419643,32,10773.98047,13.81,62.625,19.96875,10.697917,10.5,5960,1462.930054
08/08/2000,3.424107,33.25,10865.15039,12.94,62.75,20.78125,11.208333,10.5,6100,1479.319946
09/08/2000,3.4375,32.375,10970.94043,12.8,62.875,21.375,11.354167,10.5,6180,1482.800049
10/08/2000,3.428571,31.5,10901.05957,13.37,63.1875,20.125,10.625,10.25,5930,1472.869995
11/08/2000,3.345982,30.5,10905.98047,13.89,61.875,19.875,11.020833,10.375,5740,1460.25
14/08/2000,3.399554,33.5,11027.07031,13.74,64.4375,20.5625,10.875,10.46875,5660,1471.839966
15/08/2000,3.375,34.625,11175.04981,12.8,66.8125,21.40625,10.895833,10.5,5680,1491.560059
16/08/2000,3.348214,37.5625,11068.83008,12.63,68.625,21.53125,12.510417,10.40625,6000,1484.430054
17/08/2000,3.455357,38,11010.9502,12.65,68.5,23.40625,12,10.25,6000,1479.849976
18/08/2000,3.669643,39.25,11051.2002,11.5,71,23.8125,12.34375,10.5625,6060,1496.069946
21/08/2000,3.589286,39.09375,11058.84961,13.24,72.671875,23.96875,13.302083,10.625,6020,1491.719971
22/08/2000,3.616071,38.125,11082.2002,13.8,72.46875,23.375,12.354167,10.375,6500,1499.47998
23/08/2000,3.676339,36.375,11130.54981,13.51,71.4375,24.6875,11.614583,10.375,6480,1498.130005
24/08/2000,3.905134,39.5625,11143.91016,12.99,74.5625,27.09375,12.416667,10,6500,1505.969971
25/08/2000,4.035714,39.125,11182.74023,12.4,73.875,27.5,12.6875,10.1875,6200,1508.310059
28/08/2000,4.089286,38.8125,11194.48047,12.59,73.25,27.125,12.5625,10.3125,6260,1506.449951
29/08/2000,4.133929,39.5,11249.26953,12.4,73.3125,26.5625,13.052083,9.90625,6450,1514.089966
30/08/2000,4.214286,42.375,11209.00977,12.72,73.75,27.5,12.822917,9.9375,6260,1509.839966
31/08/2000,4.212054,43.125,11105.23047,12.8,73.875,29,13.28125,10.03125,6180,1502.589966
01/09/2000,4.379464,42.125,11219.54004,12.9,75.625,30,13.5,10.25,6340,1517.680054
05/09/2000,4.475446,40.9375,11221.75977,12.9,71.0625,29.4375,13.5625,10.5,6320,1520.77002
06/09/2000,4.383929,47.25,11253.58008,12.59,68.0625,28.5,13.322917,10.5625,6140,1507.079956
07/09/2000,4.223214,46.8125,11316.00977,12.43,66.609375,29,12.541667,10.4375,5900,1492.25
08/09/2000,4.401786,44.0625,11261.71973,12.41,67.1875,29.625,12.875,10.375,5540,1502.51001
11/09/2000,4.191964,42.625,11219.54004,13.18,65.5625,29.75,12.09375,10.40625,5440,1494.5
12/09/2000,4.095982,43.375,11197.70996,12.13,65.0625,29.28125,11.760417,10.4375,5260,1489.26001
13/09/2000,4.053571,41.3125,11225.03027,12.05,61.6875,29.71875,11.645833,10.25,5200,1481.98999
14/09/2000,4.183036,44.1875,11189.58008,12.08,62.5,29.40625,11.729167,10.34375,4940,1484.910034
15/09/2000,4.125,45.375,11087.83984,12.19,59.6875,27.6875,11.5,10.53125,4900,1480.869995
18/09/2000,3.946429,43.5,10926.41992,12.42,58.375,27.71875,11.84375,10.75,4880,1465.810059
19/09/2000,4.267857,42.0625,10812.21973,12.7,57.1875,26.21875,10.614583,10.6875,4880,1444.51001
20/09/2000,4.243304,40.4375,10794.46973,12.89,61.25,28.90625,11.15625,10.9375,4880,1459.900024
21/09/2000,4.178571,37.4375,10680.51953,12.77,62.0625,28.53125,11.177083,10.625,4600,1451.339966
22/09/2000,3.59375,38.375,10678.29981,13.28,46.75,26.6875,10.427083,10.5,4500,1449.050049
25/09/2000,3.767857,41.21875,10847.37012,13.5,50.0625,26.3125,12.135417,10.53125,4010,1448.719971
26/09/2000,3.808036,40.625,10806.29981,13.14,46.4375,25.84375,12.75,10.5,3990,1439.030029
27/09/2000,3.696429,38.6875,10631.32031,13.37,44.625,28.21875,12.8125,10.625,4600,1427.209961
28/09/2000,3.522321,37.3125,10629.83984,13.44,44.125,27.9375,13.5,10.71875,4590,1426.569946
29/09/2000,2.013393,39,10821.40039,14.39,43.8125,28.625,13.645833,10.8125,3840,1458.290039
02/10/2000,1.90625,38.1875,10659.05957,15.98,42.9375,28.53125,13.833333,10.53125,3880,1436.52002
03/10/2000,1.78125,36.75,10709.83984,14.78,41.765625,27.5625,13.395833,10.5625,3900,1436.22998
04/10/2000,1.598214,33.4375,10723.33008,14.31,41,25.71875,12.270833,10.75,4000,1426.459961
05/10/2000,1.678571,35.1875,10783.71973,13.47,42.125,27.0625,12.552083,10.8125,4100,1434.319946
06/10/2000,1.620536,32.5,10726.75977,13.46,41.375,27.65625,12.197917,10.8125,4120,1436.280029
09/10/2000,1.616071,30.25,10596.91016,13.22,40.4375,26.71875,11.114583,10.625,3840,1408.98999
10/10/2000,1.544643,29.75,10569.16992,13.3,39.1875,27.0625,11.166667,10.6875,3810,1402.030029
11/10/2000,1.4375,27.9375,10521.07031,13.01,37,25.625,10.114583,10.59375,3700,1387.02002
12/10/2000,1.450893,28.375,10424.13965,12.96,37.125,23.6875,11.104167,10.6875,4020,1364.589966
13/10/2000,1.446429,24.25,10031.62012,13.16,37.109375,22.703125,10.510417,10.53125,3800,1329.780029
16/10/2000,1.59375,28.125,10184.78027,13.74,39.125,23.40625,10.854167,10.5625,3820,1374.170044
17/10/2000,1.549107,24.875,10242.87012,13.78,36.375,23.21875,10.5625,10.3125,3700,1374.619995
18/10/2000,1.388393,19.875,10085.99023,13.59,36.25,21.3125,9.197917,10.4375,3450,1349.969971
19/10/2000,1.368304,26.5625,10014.61035,13.45,42.015625,24.0625,10.302083,10.4375,3140,1342.130005
20/10/2000,1.361607,27.6875,10141.12988,14.07,41.625,26.8125,10.364583,10.625,3000,1388.76001
23/10/2000,1.447545,29.6875,10230.29004,14.13,43.6875,26.5625,11.697917,10.78125,3030,1396.930054
24/10/2000,1.477679,29.875,10273.57031,14.39,43.625,27.53125,11.291667,11,2980,1395.780029
25/10/2000,1.361607,34,10395.66016,15,42,26.96875,10.677083,10.9375,2540,1398.130005
26/10/2000,1.34375,32.1875,10326.48047,14.89,42,26.34375,10.083333,11.125,2730,1364.900024
27/10/2000,1.348214,33.9375,10381.59961,14.99,45.875,27.1875,10.458333,10.75,3240,1364.439941
30/10/2000,1.366071,33.0625,10588.05957,14.43,45.953125,27.703125,10.041667,10.9375,3490,1379.579956
31/10/2000,1.410714,32.6875,10835.38965,14.71,45.6875,28,9.864583,11.25,3180,1398.660034
01/11/2000,1.388393,35.8125,10966.20996,14.97,44.3125,30.46875,10.104167,11.8125,3200,1429.400024
02/11/2000,1.508929,38.0625,10903.16992,15.59,46.5,34,10.71875,11.1875,2930,1421.219971
03/11/2000,1.642857,39,10883.16992,15.35,47.125,33.140625,11,10.9375,2890,1428.319946
06/11/2000,1.602679,38.5625,10820.59961,15.7,46.625,31.71875,12.15625,10.8125,2800,1428.76001
07/11/2000,1.535714,36.5,10978.71973,15.45,46.75,31.90625,12.583333,10.6875,2750,1432.189941
08/11/2000,1.526786,36,10954.33984,14.51,46.25,33.4375,12.0625,11.25,3000,1431.869995
09/11/2000,1.419643,32.6875,10902.11035,14.95,42.3125,30.65625,10.875,11.65625,3200,1409.280029
10/11/2000,1.382813,30.75,10813.78027,15.07,38,31.3125,10.71875,11.625,3420,1400.140015
13/11/2000,1.339286,28.8125,10595.34961,15.11,37,29.6875,9.3125,11.40625,3460,1365.97998
14/11/2000,1.424107,28.75,10528.25,15.35,40.5,28.09375,10.5,11.8125,3460,1351.26001
15/11/2000,1.430804,28.625,10681.20996,15.2,41.6875,29.03125,11.4375,11.6875,3400,1382.949951
16/11/2000,1.392857,28.6875,10705.33008,15.12,41.25,30.3125,11.166667,11.5625,3300,1389.810059
17/11/2000,1.370536,28,10657.12988,14.83,40.125,29.8125,10.854167,11.5625,3360,1372.319946
20/11/2000,1.328125,26,10624.17969,14.4,41,30.15625,10.171875,11.75,3220,1367.719971
21/11/2000,1.370536,26.625,10465.57031,14.67,42.4375,27.390625,10.166667,11.75,3210,1342.619995
22/11/2000,1.34375,23.875,10484.25977,14.48,42.25,21.8125,9.166667,11.625,3450,1347.349976
24/11/2000,1.347098,26.421875,10403.87012,14.64,42.8125,22.28125,9.166667,11.9375,3400,1322.359985
27/11/2000,1.419643,29.75,10479.33008,14.84,45.4375,23.1875,10.270833,12,3180,1341.77002
28/11/2000,1.334821,26,10537.86035,15.09,43.1875,23.625,9.401042,12.125,3160,1348.969971
29/11/2000,1.292411,25.125,10502.74023,14.81,42.375,24.4375,8.697917,11.9375,3080,1336.089966
30/11/2000,1.191964,24.75,10610.53027,15.2,38.5,22.8125,7.354167,12,3100,1341.910034
01/12/2000,1.214286,24.9375,10416.75977,14.75,38.5,23.25,7.166667,12,3140,1314.949951
04/12/2000,1.227679,25.1875,10377.33008,13.89,35.125,22.25,7.463542,12.09375,3310,1315.180054
05/12/2000,1.209821,27.125,10576.78027,14.01,34.625,25.59375,8.0625,12.21875,3600,1324.969971
06/12/2000,1.044643,24.6875,10896.13965,14.24,35.3125,25.09375,7.864583,12.8125,3650,1376.540039
07/12/2000,1.03125,23.0625,10644.66016,13.94,32.4375,24.09375,6.541667,12.5,3300,1351.459961
08/12/2000,1.058036,23.3125,10632.13965,13.98,34.75,25.5625,7.447917,12.46875,3220,1343.550049
11/12/2000,1.084821,22.875,10719.36035,13.46,35.125,24.5625,8.020833,12.78125,3080,1369.890015
12/12/2000,1.089286,24.5,10725.79981,13.24,36.9375,26.15625,8.083333,12.96875,3220,1380.199951
13/12/2000,1.111607,26.5625,10777.9502,13.3,37.75,26.0625,8.03125,12.59375,3160,1371.180054
14/12/2000,1.073661,24.0625,10794.82031,13.52,35.5625,25.375,7.385417,12.65625,3410,1359.98999
15/12/2000,1.040179,22.25,10647.98047,13.7,34.5625,24.3125,6.489583,12,3210,1340.930054
18/12/2000,1.040179,20.75,10433.33984,13.65,34.1875,23.875,6.5,11.78125,3260,1312.150024
19/12/2000,1.026786,20.3125,10643.13965,12.99,33.75,22.96875,6.541667,11.40625,3480,1322.959961
20/12/2000,0.984375,16.1875,10580.96973,13.45,32.9375,20.703125,5.65625,11.8125,3580,1305.599976
21/12/2000,1.017857,16.375,10314.37988,13.52,32,19.1875,5.239583,10.96875,3500,1264.73999
22/12/2000,1.008929,15.3125,10495.25977,13.2,33.625,19.75,5.020833,11.3125,3620,1274.859985
26/12/2000,1.0625,16.3125,10638.20996,12.7,33.125,17.40625,5.916667,11.5,3620,1305.969971
27/12/2000,1.024554,16,10690.09961,12.62,32.6875,17.625,5.541667,11.375,3500,1315.189941
28/12/2000,1.026786,16.625,10795.2002,13.04,32.125,18.5625,5.739583,11.8125,3560,1328.920044
29/12/2000,1.049107,16.75,10868.75977,13.3,30.9375,20.40625,6,12.40625,3420,1334.219971
02/01/2001,1.0625,15.8125,10790.91992,13.38,30.6875,19.3125,5.5,12.4375,3120,1320.280029
03/01/2001,1.035714,13.625,10637.41992,13.33,30.125,18.15625,4.833333,12.0625,3240,1283.27002
04/01/2001,1.295759,17,10944.94043,13.41,34,19.65625,6.40625,12.25,null,1347.560059
05/01/2001,1.209821,15.5,10912.80957,14.32,34.0625,20.90625,7.208333,12.1875,3230,1333.339966
08/01/2001,1.209821,14.4375,10658.73047,14.66,31.5,18.25,6.010417,11.75,3160,1298.349976
09/01/2001,1.200893,14.5625,10625.20996,14.29,32.53125,16.9375,6.864583,11.9375,3160,1295.859985
10/01/2001,1.191964,15.84375,10568.48047,14.96,31.625,17.0625,6.552083,11.875,3160,1300.800049
11/01/2001,1.160714,15.75,10600.2002,14.74,32.375,17.5625,7.208333,11.875,3160,1313.27002
12/01/2001,1.276786,17.34375,10608.74023,14.47,33.5625,17.46875,8.135417,11.65625,3160,1326.819946
